,porosity_orig,porosity_perc,g,tau,volume,length,axis,time,slice
0,0.256,0.256,0.9907307333110104,2.87105703780718,1000,,0,0.026735533960163593,"(slice(209, 219, None), slice(133, 143, None), slice(243, 253, None))"
1,0.256,0.0,0.0,inf,1000,,1,0.012969227973371744,"(slice(209, 219, None), slice(133, 143, None), slice(243, 253, None))"
2,0.256,0.256,0.985856554373667,2.8852518470616375,1000,,2,0.020657081971876323,"(slice(209, 219, None), slice(133, 143, None), slice(243, 253, None))"
3,0.107,0.0,0.0,inf,1000,,0,0.012708377034869045,"(slice(282, 292, None), slice(156, 166, None), slice(90, 100, None))"
4,0.107,0.0,0.0,inf,1000,,1,0.01261128403712064,"(slice(282, 292, None), slice(156, 166, None), slice(90, 100, None))"
5,0.107,0.107,1.0587437857270126,1.1229240774929403,1000,,2,0.018812944006640464,"(slice(282, 292, None), slice(156, 166, None), slice(90, 100, None))"
6,0.545,0.545,5.597174906029286,1.081895001893277,1000,,0,0.021971756999846548,"(slice(232, 242, None), slice(41, 51, None), slice(282, 292, None))"
7,0.545,0.0,0.0,inf,1000,,1,0.012668281036894768,"(slice(232, 242, None), slice(41, 51, None), slice(282, 292, None))"
8,0.545,0.545,5.095608361292238,1.18838716129665,1000,,2,0.022881560027599335,"(slice(232, 242, None), slice(41, 51, None), slice(282, 292, None))"
9,0.013,0.0,0.0,inf,1000,,0,0.012709481990896165,"(slice(281, 291, None), slice(83, 93, None), slice(215, 225, None))"
10,0.013,0.0,0.0,inf,1000,,1,0.012638396001420915,"(slice(281, 291, None), slice(83, 93, None), slice(215, 225, None))"
11,0.013,0.0,0.0,inf,1000,,2,0.013054754992481321,"(slice(281, 291, None), slice(83, 93, None), slice(215, 225, None))"
12,0.0,0.0,0.0,inf,1000,,0,0.012805497972294688,"(slice(92, 102, None), slice(198, 208, None), slice(17, 27, None))"
13,0.0,0.0,0.0,inf,1000,,1,0.012709870003163815,"(slice(92, 102, None), slice(198, 208, None), slice(17, 27, None))"
14,0.0,0.0,0.0,inf,1000,,2,0.01281331799691543,"(slice(92, 102, None), slice(198, 208, None), slice(17, 27, None))"
15,0.806,0.806,7.988918715004233,1.1209972056338304,1000,,0,0.02308745199115947,"(slice(43, 53, None), slice(148, 158, None), slice(17, 27, None))"
16,0.806,0.806,7.292228406822408,1.2280958653430254,1000,,1,0.022982574999332428,"(slice(43, 53, None), slice(148, 158, None), slice(17, 27, None))"
17,0.806,0.806,7.969604761210298,1.1237138884407523,1000,,2,0.022936514986213297,"(slice(43, 53, None), slice(148, 158, None), slice(17, 27, None))"
18,0.767,0.767,7.376131742990017,1.1553782550483056,1000,,0,0.023720117984339595,"(slice(212, 222, None), slice(143, 153, None), slice(30, 40, None))"
19,0.767,0.767,7.668593475795185,1.1113149039809445,1000,,1,0.023069429968018085,"(slice(212, 222, None), slice(143, 153, None), slice(30, 40, None))"
20,0.767,0.767,6.562014887033351,1.2987203425981666,1000,,2,0.022960265981964767,"(slice(212, 222, None), slice(143, 153, None), slice(30, 40, None))"
21,0.147,0.147,0.6270536733575427,2.6047743641906953,1000,,0,0.019140782998874784,"(slice(69, 79, None), slice(38, 48, None), slice(160, 170, None))"
22,0.147,0.147,1.0598948967686412,1.541033302748192,1000,,1,0.0200078830239363,"(slice(69, 79, None), slice(38, 48, None), slice(160, 170, None))"
23,0.147,0.0,0.0,inf,1000,,2,0.012687724956776947,"(slice(69, 79, None), slice(38, 48, None), slice(160, 170, None))"
24,0.685,0.685,5.319358500709539,1.43083251675853,1000,,0,0.02315211103996262,"(slice(251, 261, None), slice(191, 201, None), slice(208, 218, None))"
25,0.685,0.685,6.382928397216436,1.1924168089415321,1000,,1,0.022274381015449762,"(slice(251, 261, None), slice(191, 201, None), slice(208, 218, None))"
26,0.685,0.685,4.308977363552623,1.7663381514810226,1000,,2,0.02279846800956875,"(slice(251, 261, None), slice(191, 201, None), slice(208, 218, None))"
27,0.0,0.0,0.0,inf,1000,,0,0.012885872973129153,"(slice(4, 14, None), slice(27, 37, None), slice(154, 164, None))"
28,0.0,0.0,0.0,inf,1000,,1,0.012786399980541319,"(slice(4, 14, None), slice(27, 37, None), slice(154, 164, None))"
29,0.0,0.0,0.0,inf,1000,,2,0.012621811009012163,"(slice(4, 14, None), slice(27, 37, None), slice(154, 164, None))"
30,0.589,0.589,5.381145708024108,1.2161804938092795,1000,,0,0.022895769972819835,"(slice(184, 194, None), slice(42, 52, None), slice(35, 45, None))"
31,0.589,0.589,5.335017426946468,1.2266959825453092,1000,,1,0.02192906098207459,"(slice(184, 194, None), slice(42, 52, None), slice(35, 45, None))"
32,0.589,0.589,1.4034338322414817,4.663165654195499,1000,,2,0.022164975001942366,"(slice(184, 194, None), slice(42, 52, None), slice(35, 45, None))"
33,0.0,0.0,0.0,inf,1000,,0,0.012812621018383652,"(slice(288, 298, None), slice(179, 189, None), slice(139, 149, None))"
34,0.0,0.0,0.0,inf,1000,,1,0.012641528970561922,"(slice(288, 298, None), slice(179, 189, None), slice(139, 149, None))"
35,0.0,0.0,0.0,inf,1000,,2,0.012635624967515469,"(slice(288, 298, None), slice(179, 189, None), slice(139, 149, None))"
36,0.024,0.0,0.0,inf,1000,,0,0.012701064988505095,"(slice(256, 266, None), slice(78, 88, None), slice(231, 241, None))"
37,0.024,0.0,0.0,inf,1000,,1,0.012768885004334152,"(slice(256, 266, None), slice(78, 88, None), slice(231, 241, None))"
38,0.024,0.024,0.1360611432156491,1.9599031756187384,1000,,2,0.017613920965231955,"(slice(256, 266, None), slice(78, 88, None), slice(231, 241, None))"
39,0.0,0.0,0.0,inf,1000,,0,0.01268101402092725,"(slice(91, 101, None), slice(11, 21, None), slice(48, 58, None))"
40,0.0,0.0,0.0,inf,1000,,1,0.012776229006703943,"(slice(91, 101, None), slice(11, 21, None), slice(48, 58, None))"
41,0.0,0.0,0.0,inf,1000,,2,0.012666555005125701,"(slice(91, 101, None), slice(11, 21, None), slice(48, 58, None))"
42,0.451,0.451,1.4390245389394498,3.4822971919605084,1000,,0,0.02141135197598487,"(slice(113, 123, None), slice(225, 235, None), slice(46, 56, None))"
43,0.451,0.451,4.41422881977311,1.1352177958388394,1000,,1,0.02154149697162211,"(slice(113, 123, None), slice(225, 235, None), slice(46, 56, None))"
44,0.451,0.451,3.0974486873691673,1.6178189267656027,1000,,2,0.021509952028281987,"(slice(113, 123, None), slice(225, 235, None), slice(46, 56, None))"
45,0.101,0.0,0.0,inf,1000,,0,0.012723839026875794,"(slice(212, 222, None), slice(222, 232, None), slice(207, 217, None))"
46,0.101,0.0,0.0,inf,1000,,1,0.013931065972428769,"(slice(212, 222, None), slice(222, 232, None), slice(207, 217, None))"
47,0.101,0.0,0.0,inf,1000,,2,0.014987043046858162,"(slice(212, 222, None), slice(222, 232, None), slice(207, 217, None))"
48,0.314,0.0,0.0,inf,1000,,0,0.014274667017161846,"(slice(44, 54, None), slice(142, 152, None), slice(77, 87, None))"
49,0.314,0.314,1.022416955049086,3.4123934190052507,1000,,1,0.023240207985509187,"(slice(44, 54, None), slice(142, 152, None), slice(77, 87, None))"
50,0.314,0.314,1.527096313236658,2.284655433090687,1000,,2,0.022695377003401518,"(slice(44, 54, None), slice(142, 152, None), slice(77, 87, None))"
51,0.027,0.0,0.0,inf,1000,,0,0.013484031951520592,"(slice(88, 98, None), slice(156, 166, None), slice(3, 13, None))"
52,0.027,0.027,0.2788679080909228,1.075778141894288,1000,,1,0.0198377919732593,"(slice(88, 98, None), slice(156, 166, None), slice(3, 13, None))"
53,0.027,0.0,0.0,inf,1000,,2,0.012999340950045735,"(slice(88, 98, None), slice(156, 166, None), slice(3, 13, None))"
54,0.046,0.0,0.0,inf,1000,,0,0.013106876984238625,"(slice(85, 95, None), slice(112, 122, None), slice(22, 32, None))"
55,0.046,0.046,0.2914089554602609,1.7539306927058758,1000,,1,0.01895086100557819,"(slice(85, 95, None), slice(112, 122, None), slice(22, 32, None))"
56,0.046,0.0,0.0,inf,1000,,2,0.012982609972823411,"(slice(85, 95, None), slice(112, 122, None), slice(22, 32, None))"
57,0.0,0.0,0.0,inf,1000,,0,0.012983453983906657,"(slice(73, 83, None), slice(280, 290, None), slice(269, 279, None))"
58,0.0,0.0,0.0,inf,1000,,1,0.013029878959059715,"(slice(73, 83, None), slice(280, 290, None), slice(269, 279, None))"
59,0.0,0.0,0.0,inf,1000,,2,0.014408927003387362,"(slice(73, 83, None), slice(280, 290, None), slice(269, 279, None))"
