,porosity_orig,porosity_perc,g,tau,volume,length,axis,time,slice
0,0.967,0.967,10.400984421301267,1.0330218765100512,1000,,0,0.03847640997264534,"(slice(24, 34, None), slice(55, 65, None), slice(171, 181, None))"
1,0.967,0.967,10.429781891875985,1.0301696196363952,1000,,1,0.03430604608729482,"(slice(24, 34, None), slice(55, 65, None), slice(171, 181, None))"
2,0.967,0.967,10.531092183332284,1.0202592720107262,1000,,2,0.03320672002155334,"(slice(24, 34, None), slice(55, 65, None), slice(171, 181, None))"
3,0.285,0.282,0.6662913776204427,4.702647278017542,1000,,0,0.02668851800262928,"(slice(232, 242, None), slice(144, 154, None), slice(67, 77, None))"
4,0.285,0.282,1.9709096890572708,1.5897904154259217,1000,,1,0.02388632600195706,"(slice(232, 242, None), slice(144, 154, None), slice(67, 77, None))"
5,0.285,0.282,0.39518817832008885,7.928712206556544,1000,,2,0.024166330927982926,"(slice(232, 242, None), slice(144, 154, None), slice(67, 77, None))"
6,0.0,0.0,0.0,inf,1000,,0,0.014576797024346888,"(slice(204, 214, None), slice(53, 63, None), slice(70, 80, None))"
7,0.0,0.0,0.0,inf,1000,,1,0.014672407996840775,"(slice(204, 214, None), slice(53, 63, None), slice(70, 80, None))"
8,0.0,0.0,0.0,inf,1000,,2,0.014022450079210103,"(slice(204, 214, None), slice(53, 63, None), slice(70, 80, None))"
9,0.014,0.0,0.0,inf,1000,,0,0.014177927980199456,"(slice(152, 162, None), slice(85, 95, None), slice(66, 76, None))"
10,0.014,0.0,0.0,inf,1000,,1,0.014052642043679953,"(slice(152, 162, None), slice(85, 95, None), slice(66, 76, None))"
11,0.014,0.0,0.0,inf,1000,,2,0.013738824985921383,"(slice(152, 162, None), slice(85, 95, None), slice(66, 76, None))"
12,0.184,0.0,0.0,inf,1000,,0,0.014195146039128304,"(slice(149, 159, None), slice(125, 135, None), slice(253, 263, None))"
13,0.184,0.121,0.32634456591961497,4.1197083844675,1000,,1,0.020957382046617568,"(slice(149, 159, None), slice(125, 135, None), slice(253, 263, None))"
14,0.184,0.161,0.590519323566851,3.0293486046885882,1000,,2,0.020736992941237986,"(slice(149, 159, None), slice(125, 135, None), slice(253, 263, None))"
15,0.849,0.849,8.48253846858155,1.1120884825071444,1000,,0,0.02452641900163144,"(slice(216, 226, None), slice(59, 69, None), slice(240, 250, None))"
16,0.849,0.849,7.49357018276526,1.2588570071752188,1000,,1,0.02586980804335326,"(slice(216, 226, None), slice(59, 69, None), slice(240, 250, None))"
17,0.849,0.849,8.797885994905952,1.0722272758245912,1000,,2,0.02395207399968058,"(slice(216, 226, None), slice(59, 69, None), slice(240, 250, None))"
18,0.574,0.574,2.0900225893813666,3.0515353327666945,1000,,0,0.023066817899234593,"(slice(104, 114, None), slice(83, 93, None), slice(168, 178, None))"
19,0.574,0.574,5.329994105777728,1.1965825198313538,1000,,1,0.023026204900816083,"(slice(104, 114, None), slice(83, 93, None), slice(168, 178, None))"
20,0.574,0.574,5.238186828056492,1.2175544682021404,1000,,2,0.023136404925026,"(slice(104, 114, None), slice(83, 93, None), slice(168, 178, None))"
21,0.911,0.911,7.646872223471477,1.3237075141850616,1000,,0,0.02713076793588698,"(slice(113, 123, None), slice(59, 69, None), slice(268, 278, None))"
22,0.911,0.911,9.826386145931266,1.0301062946130457,1000,,1,0.023982033948414028,"(slice(113, 123, None), slice(59, 69, None), slice(268, 278, None))"
