,porosity_orig,porosity_perc,g,tau,volume,length,axis,time,slice
0,0.0,0.0,0.0,inf,1000,,0,0.019427875988185406,"(slice(58, 68, None), slice(379, 389, None), slice(124, 134, None))"
1,0.0,0.0,0.0,inf,1000,,1,0.01397647405974567,"(slice(58, 68, None), slice(379, 389, None), slice(124, 134, None))"
2,0.0,0.0,0.0,inf,1000,,2,0.01378023496363312,"(slice(58, 68, None), slice(379, 389, None), slice(124, 134, None))"
3,0.883,0.883,8.442441528111491,1.1621177450198794,1000,,0,0.02752059604972601,"(slice(223, 233, None), slice(323, 333, None), slice(388, 398, None))"
4,0.883,0.883,8.888922955996133,1.10374576983963,1000,,1,0.025922471075318754,"(slice(223, 233, None), slice(323, 333, None), slice(388, 398, None))"
5,0.883,0.883,9.016634015766991,1.0881123814002933,1000,,2,0.02406195900402963,"(slice(223, 233, None), slice(323, 333, None), slice(388, 398, None))"
6,0.078,0.0,0.0,inf,1000,,0,0.013634080067276955,"(slice(113, 123, None), slice(102, 112, None), slice(54, 64, None))"
7,0.078,0.0,0.0,inf,1000,,1,0.01327013096306473,"(slice(113, 123, None), slice(102, 112, None), slice(54, 64, None))"
8,0.078,0.0,0.0,inf,1000,,2,0.012949484982527792,"(slice(113, 123, None), slice(102, 112, None), slice(54, 64, None))"
9,0.28,0.0,0.0,inf,1000,,0,0.012773066060617566,"(slice(271, 281, None), slice(165, 175, None), slice(230, 240, None))"
10,0.28,0.271,0.960855402548322,3.1337817356547366,1000,,1,0.021478133974596858,"(slice(271, 281, None), slice(165, 175, None), slice(230, 240, None))"
11,0.28,0.271,0.5981129974781813,5.034351575382634,1000,,2,0.02120758907403797,"(slice(271, 281, None), slice(165, 175, None), slice(230, 240, None))"
12,0.274,0.256,2.261339879221434,1.2578579940949743,1000,,0,0.020688377087935805,"(slice(318, 328, None), slice(130, 140, None), slice(25, 35, None))"
13,0.274,0.256,2.3083461274379475,1.232243471043711,1000,,1,0.02104649506509304,"(slice(318, 328, None), slice(130, 140, None), slice(25, 35, None))"
14,0.274,0.0,0.0,inf,1000,,2,0.012878620065748692,"(slice(318, 328, None), slice(130, 140, None), slice(25, 35, None))"
15,0.0,0.0,0.0,inf,1000,,0,0.01297228503972292,"(slice(84, 94, None), slice(201, 211, None), slice(182, 192, None))"
16,0.0,0.0,0.0,inf,1000,,1,0.013198715052567422,"(slice(84, 94, None), slice(201, 211, None), slice(182, 192, None))"
17,0.0,0.0,0.0,inf,1000,,2,0.013805313035845757,"(slice(84, 94, None), slice(201, 211, None), slice(182, 192, None))"
18,0.0,0.0,0.0,inf,1000,,0,0.014221218996681273,"(slice(315, 325, None), slice(384, 394, None), slice(9, 19, None))"
19,0.0,0.0,0.0,inf,1000,,1,0.013580107013694942,"(slice(315, 325, None), slice(384, 394, None), slice(9, 19, None))"
20,0.0,0.0,0.0,inf,1000,,2,0.013242669985629618,"(slice(315, 325, None), slice(384, 394, None), slice(9, 19, None))"
21,0.0,0.0,0.0,inf,1000,,0,0.012837275979109108,"(slice(110, 120, None), slice(224, 234, None), slice(146, 156, None))"
22,0.0,0.0,0.0,inf,1000,,1,0.012948194053024054,"(slice(110, 120, None), slice(224, 234, None), slice(146, 156, None))"
23,0.0,0.0,0.0,inf,1000,,2,0.013984082965180278,"(slice(110, 120, None), slice(224, 234, None), slice(146, 156, None))"
24,0.434,0.42,3.893083754997614,1.1987069789279492,1000,,0,0.021607479895465076,"(slice(316, 326, None), slice(231, 241, None), slice(223, 233, None))"
25,0.434,0.0,0.0,inf,1000,,1,0.012727833003737032,"(slice(316, 326, None), slice(231, 241, None), slice(223, 233, None))"
26,0.434,0.42,3.813786721608392,1.223630739554987,1000,,2,0.021468783961609006,"(slice(316, 326, None), slice(231, 241, None), slice(223, 233, None))"
27,0.415,0.0,0.0,inf,1000,,0,0.012708700960502028,"(slice(3, 13, None), slice(35, 45, None), slice(155, 165, None))"
28,0.415,0.415,4.213004195037967,1.0944947827353293,1000,,1,0.021151404012925923,"(slice(3, 13, None), slice(35, 45, None), slice(155, 165, None))"
29,0.415,0.415,3.860240447021652,1.1945139621208802,1000,,2,0.021122885984368622,"(slice(3, 13, None), slice(35, 45, None), slice(155, 165, None))"
