,name,eps_orig,eps_orig_perc,eps_thresh,eps_thresh_perc,axis
0,image S9,0.22174588888888888,0.2211218888888889,0.06275177777777778,0.016823185185185184,0
1,image S9,0.22174588888888888,0.2211218888888889,0.08574159259259259,0.07915529629629629,1
2,image S9,0.22174588888888888,0.2211218888888889,0.06275177777777778,0.020131333333333334,2
