,volume,porosity
0,64000,0.457
1,54872,0.44113573407202217
2,830584,0.45715785519586216
3,357911,0.4655151699724233
4,287496,0.4294007568800957
5,29791,0.44416098821791816
6,5832,0.47925240054869683
7,262144,0.4268684387207031
8,13824,0.40943287037037035
9,512000,0.4187421875
10,91125,0.4721426611796982
11,343000,0.42697667638483966
12,857375,0.43193934975944015
13,32768,0.389801025390625
14,39304,0.33787909627518825
15,157464,0.4728699893308947
16,185193,0.3960462868466951
17,79507,0.36907442112015293
18,1000,0.186
19,571787,0.3946242219567776
20,830584,0.4668799302659334
21,35937,0.3875393048946768
22,4096,0.503173828125
23,216000,0.44925925925925925
24,681472,0.41633111851990984
25,238328,0.4312040549159142
26,857375,0.46029566992272924
27,29791,0.41764291228894634
28,110592,0.46537724247685186
29,10648,0.13354620586025545
30,551368,0.4218217234224692
31,19683,0.3557892597673119
32,125000,0.42708
33,8000,0.493125
34,64000,0.403640625
35,681472,0.4404509649699474
36,79507,0.39785176148012125
37,157464,0.3892127724432251
38,39304,0.36383065336861387
39,328509,0.3941901135128718
40,314432,0.39372264909423976
41,74088,0.4325666774646367
42,85184,0.4048647633358377
43,474552,0.4458036210994791
44,110592,0.39487485532407407
45,50653,0.30558900756125007
46,421875,0.475629037037037
47,1000,0.144
48,328509,0.4334949727404729
49,357911,0.41223376761261876
50,704969,0.39729973942116603
51,456533,0.4386561321963582
52,85184,0.5245820811419984
53,97336,0.45419988493465935
54,140608,0.43733642467000455
55,19683,0.3778387440938881
56,389017,0.41466568299071765
57,2744,0.17419825072886297
58,778688,0.4603807943617983
59,636056,0.418348384418982
60,438976,0.40294913617145356
61,287496,0.43346690040904917
62,21952,0.22904518950437316
63,592704,0.43795385217579097
64,17576,0.4086253982703687
65,2197,0.7328174783796085
66,421875,0.5028788148148148
67,175616,0.450778972303207
68,2744,0.7441690962099126
69,42875,0.3759067055393586
70,216000,0.40591666666666665
71,64000,0.467171875
72,1000,0.119
73,343000,0.45944023323615163
74,140608,0.4259430473372781
75,357911,0.46091067332381513
76,21952,0.27168367346938777
77,1728,0.2482638888888889
78,857375,0.40617582738008456
79,753571,0.4265994843219816
80,941192,0.3887400232896157
81,970299,0.41324272208875823
82,912673,0.41236455992452936
83,592704,0.44758766601878847
84,195112,0.5212390831932429
85,32768,0.567718505859375
86,15625,0.311552
87,405224,0.42587556511953883
88,4913,0.2731528597598209
89,287496,0.4223363107660628
90,166375,0.45062659654395193
91,91125,0.41410150891632375
92,474552,0.3908191304641009
93,1000000,0.428501
94,493039,0.3951959175643306
95,205379,0.4423675254042526
96,148877,0.4401821637996467
97,804357,0.4414196681324337
98,681472,0.407330015026296
99,778688,0.42982812114736585
100,941192,0.43283092078980695
101,19683,0.32271503327744755
102,19683,0.5823807346441091
103,250047,0.42076889544765583
104,1000,0.9
105,9261,0.5735881654249001
106,681472,0.40735789584898574
107,328509,0.4327096061295124
108,512000,0.42288671875
109,42875,0.3773527696793003
110,753571,0.3972605102903376
111,729000,0.4260082304526749
112,85184,0.45465110818933135
113,226981,0.41627272767324136
114,148877,0.4669022078628667
115,166375,0.4422359128474831
116,85184,0.4118731217129977
117,125000,0.435296
118,6859,0.41390873305146525
119,2744,0.8611516034985423
120,830584,0.4045322327422633
121,636056,0.42778780484737194
122,195112,0.41718602648735087
123,681472,0.43328706095041325
124,13824,0.45992476851851855
125,19683,0.43951633389219125
126,195112,0.5069754807495183
127,343000,0.4379125364431487
128,753571,0.4589587444315134
129,2744,0.5645043731778425
130,103823,0.3866676940562303
131,205379,0.4554603927373295
132,8000,0.392875
133,314432,0.4263433747201303
134,21952,0.6635841836734694
135,314432,0.3994059128841848
136,50653,0.3758513809646023
137,175616,0.4508757744169096
138,19683,0.41538383376517807
139,27000,0.4055925925925926
140,5832,0.18878600823045266
141,140608,0.3756898611743286
142,830584,0.45339062635446864
143,421875,0.44102162962962965
144,110592,0.4371744791666667
145,912673,0.3834779817086733
146,512000,0.4176171875
147,4913,0.5904742519845309
148,157464,0.4564154346390286
149,2197,0.7319071461083295
150,614125,0.4406269082027275
151,35937,0.4633386203634138
152,157464,0.4611847787430778
153,405224,0.3937254456794267
154,250047,0.4039360600207161
155,262144,0.45575714111328125
156,175616,0.4041260477405248
157,262144,0.4325103759765625
158,729000,0.4313388203017833
159,19683,0.543413097596911
160,474552,0.47162165579325344
161,373248,0.4695296424897119
162,140608,0.49002190487027764
163,4096,0.55224609375
164,830584,0.4218008052165705
165,17576,0.36538461538461536
166,185193,0.4147024995545188
167,438976,0.4222599868785537
168,274625,0.40569868001820664
169,970299,0.41772484564036444
170,6859,0.4281965301064295
171,185193,0.47544453624057065
172,857375,0.42225397288234434
173,6859,0.20658988190698352
174,373248,0.4069707004458162
175,6859,0.25251494386936874
176,29791,0.4439595851095969
177,29791,0.3432244637642241
178,912673,0.44810025058262926
179,1000,0.059
180,59319,0.4200003371601005
181,328509,0.4311814897004344
182,132651,0.4062389277125691
183,8000,0.21825
184,704969,0.406995201207429
185,35937,0.3584328129782675
186,804357,0.4109046107636286
187,6859,0.4076395976089809
188,238328,0.42280386693967975
189,1728,0.48900462962962965
190,12167,0.3671406262842114
191,274625,0.36828402366863905
192,830584,0.4136017549097984
193,704969,0.4264201688301188
194,1000,0.647
195,753571,0.4158718952825945
196,175616,0.4421066417638484
197,12167,0.5640667378975919
198,6859,0.26140836856684646
199,1728,0.8211805555555556
200,456533,0.4102814035349033
201,778688,0.4458062792800197
202,15625,0.461248
203,9261,0.46409674981103555
204,74088,0.4440395205701328
205,4913,0.08935477305108895
206,103823,0.5206842414493899
207,531441,0.4401636305817579
208,328509,0.4285788212803911
209,29791,0.19495820885502332
210,830584,0.4241617945927203
211,884736,0.4196879069010417
212,357911,0.4377177566489993
213,373248,0.4127068329903978
214,4913,0.4331365764298799
215,262144,0.4379310607910156
216,103823,0.4013850495554935
217,39304,0.4788316710767352
218,405224,0.4324176258069611
219,262144,0.4249076843261719
220,39304,0.5367392631793202
221,39304,0.33403724811723995
222,59319,0.4172861983512871
223,110592,0.37645580150462965
224,6859,0.7117655634932206
225,729000,0.3882661179698217
226,373248,0.4313057270233196
227,421875,0.42461866666666664
228,10648,0.42430503380916607
229,64000,0.48603125
230,6859,0.6190406764834524
231,474552,0.47014447310305296
232,389017,0.39849415321181336
233,314432,0.4464653724811724
234,10648,0.3119834710743802
235,3375,0.3114074074074074
236,287496,0.45108801513760194
237,8000,0.58775
238,117649,0.4852569932596112
239,13824,0.4494357638888889
240,1000000,0.393851
241,2197,0.09512972234865726
242,421875,0.436352
243,262144,0.42156982421875
244,97336,0.4046806936796252
245,91125,0.47513854595336075
246,17576,0.5674214838416022
247,857375,0.43333080623997666
248,421875,0.417792
249,29791,0.44513443657480445
250,912673,0.42051315202706774
251,300763,0.4411347140439482
252,19683,0.6124574505918813
253,4096,0.471435546875
254,216000,0.4114027777777778
255,185193,0.40212103049251324
256,614125,0.4189423977203338
257,46656,0.3781721536351166
258,970299,0.4148937595524678
259,64000,0.443953125
260,195112,0.4315213825905121
261,421875,0.40438755555555556
262,681472,0.41468468256949664
263,205379,0.4502943338900277
264,226981,0.43761812662733884
265,636056,0.40331197253072054
266,531441,0.40050729996368367
267,531441,0.4071514994138578
268,13824,0.48046875
269,13824,0.4085648148148148
270,6859,0.16824610001457938
271,103823,0.42326844726120416
272,438976,0.489186196967488
273,1728,0.8587962962962963
274,357911,0.4038601775301681
275,531441,0.4342363498488073
276,314432,0.4083712853653572
277,175616,0.45537991982507287
278,24389,0.33978432900077904
279,27000,0.35159259259259257
280,125000,0.424608
281,195112,0.43666714502439624
282,250047,0.38578347270713104
283,15625,0.433856
284,941192,0.44569227107752724
285,531441,0.37148432281288046
286,941192,0.42836530697243497
287,262144,0.3853759765625
288,46656,0.44253686556927296
289,328509,0.37562745617319465
290,8000,0.319875
291,8000,0.256375
292,39304,0.4575106859352738
293,39304,0.4603857113779768
294,405224,0.40541280871814106
295,10648,0.3761269722013524
296,8000,0.68175
297,704969,0.40876691031804235
298,140608,0.47305274237596723
299,592704,0.4116709183673469
300,571787,0.4158873846379858
301,91125,0.3967407407407407
302,175616,0.4181908254373178
303,250047,0.43373045867376936
304,830584,0.4228326093447502
305,32768,0.38299560546875
306,474552,0.43500606888180854
307,195112,0.4150846693181352
308,753571,0.4699557175103607
309,551368,0.4478732897085068
310,571787,0.4220137918490627
311,389017,0.40906952652454776
312,300763,0.4174283405871068
313,10648,0.4322877535687453
314,1728,0.4600694444444444
315,681472,0.43808256245304283
316,27000,0.3698888888888889
317,456533,0.4444454179654045
318,64000,0.379328125
319,157464,0.5021973276431438
320,10648,0.5107062359128475
321,438976,0.42821703236623415
322,681472,0.4027575601051841
323,405224,0.4218111464276548
324,21952,0.42028061224489793
325,658503,0.4199510100941074
326,405224,0.4002033443231398
327,614125,0.38421819662120904
328,42875,0.46038483965014576
329,274625,0.4198525261720528
330,857375,0.4203061670797492
331,12167,0.42557738144160434
332,166375,0.47679639368895566
333,59319,0.38773411554476644
334,39304,0.47552411968247504
335,250047,0.3918063404080033
336,857375,0.4456241434611459
337,6859,0.3526753171016183
338,117649,0.4354733146903076
339,343000,0.4258804664723032
340,42875,0.4028454810495627
341,32768,0.374542236328125
342,438976,0.42910774165330223
343,287496,0.47261179285972676
344,438976,0.4358438730135588
345,42875,0.3854460641399417
346,884736,0.4437696668836806
347,68921,0.5036636148633943
348,1000,0.175
349,17576,0.48566226672735546
350,195112,0.3729037680921727
351,681472,0.3857605301465064
352,357911,0.3983923377599459
353,571787,0.39841409475906236
354,531441,0.43021144397967037
355,132651,0.43259379876518084
356,729000,0.4268737997256516
357,12167,0.55642311169557
358,140608,0.3794023099681384
359,658503,0.423824948405702
360,912673,0.4235613412470841
361,474552,0.41466477857010403
362,50653,0.5235227923321423
363,13824,0.35561342592592593
364,226981,0.36718932421656436
365,2197,0.40327719617660446
366,438976,0.40945290858725764
367,405224,0.40890223678755455
368,681472,0.3911503333959429
369,912673,0.4121048831290068
370,438976,0.42866808208193613
371,125000,0.417
372,287496,0.48162757047054566
373,157464,0.49883782959914647
374,1000,0.282
375,884736,0.42500248661747686
376,681472,0.3950448441021788
377,830584,0.4236609421804417
378,300763,0.47795440263596256
379,405224,0.40637277160286656
380,17576,0.5219617660446063
381,79507,0.4139509728703133
382,24389,0.45274508999958996
383,157464,0.4406213483716913
384,704969,0.41111027577099135
385,328509,0.40488084040315486
386,421875,0.4042808888888889
387,970299,0.44675610301566837
388,15625,0.39904
389,27000,0.393
390,5832,0.5032578875171467
391,804357,0.4258370350478705
392,175616,0.4038584183673469
393,24389,0.45774734511460086
394,571787,0.4336439968030053
395,3375,0.5016296296296296
396,343000,0.4173877551020408
397,373248,0.4492562585733882
398,658503,0.43844599037513876
399,125000,0.439768
400,15625,0.560448
401,970299,0.44440734247896785
402,13824,0.4381510416666667
403,9261,0.3629197710830364
404,343000,0.4624344023323615
405,4096,0.65869140625
406,74088,0.35918097397689236
407,1000000,0.419194
408,531441,0.40252445708931
409,357911,0.3967355012838387
410,35937,0.38486796338036006
411,46656,0.470207475994513
412,175616,0.41503052113702626
413,125000,0.407544
