,volume,porosity
0,64000,0.05778125
1,117649,0.06846637030488997
2,68921,0.28278753935665474
3,91125,0.05355281207133059
4,205379,0.034273221702316205
5,21952,0.24448797376093295
6,85184,0.24646647257700977
7,704969,0.4285025298984778
8,157464,0.23430117360158512
9,117649,0.04646873326590111
10,175616,0.029871993440233235
11,21952,0.3585550291545189
12,551368,0.228021938161083
13,216000,0.007893518518518518
14,314432,0.1937175605536332
15,373248,0.03485886059670782
16,2197,0.2580791989076013
17,343000,0.08672886297376094
18,195112,0.07764771003321169
19,42875,0.009189504373177842
20,287496,0.49947825361048503
21,29791,0.018025578194756805
22,24389,0.15917011767600148
23,157464,0.02928923436468018
24,658503,0.046008902009558046
25,79507,0.35289974467656937
26,1000,0.0
27,117649,0.4165271273023995
28,79507,0.40529764674808505
29,704969,0.08961245104394662
30,753571,0.015560577569996722
31,704969,0.21794291663888768
32,592704,0.3828167179570241
33,250047,0.006310813567049395
34,343000,0.06501166180758018
35,97336,0.0416598175392455
36,6859,0.011809301647470476
37,830584,0.16579900407424175
38,117649,0.27504696172513154
39,27000,0.0845925925925926
40,456533,0.04793738897297676
41,216000,0.1167037037037037
42,13824,0.004991319444444444
43,35937,0.0036730945821854912
44,2744,0.46647230320699706
45,39304,0.18384897211479748
46,79507,0.005420906335291232
47,2744,0.0
48,405224,0.09761761396166072
49,15625,0.002624
50,39304,0.0
51,3375,0.12118518518518519
52,35937,0.5508250549572864
53,195112,0.25033826725162983
54,456533,0.3029353847367003
55,1728,0.05787037037037037
56,216000,0.04008333333333333
57,24389,0.039239001189060645
58,64000,0.630828125
59,166375,0.04489256198347107
60,117649,0.2500573740533281
61,551368,0.07363503141277694
62,13824,0.10416666666666667
63,74088,0.05065597667638484
64,4096,0.0
65,343000,0.0029212827988338193
66,226981,0.11352492058806685
67,456533,0.009226058138184973
68,970299,0.025216969202276823
69,1331,0.0
70,12167,0.10528478671817211
71,12167,0.1776937618147448
72,274625,0.03192717341829768
73,636056,0.19954217867609142
74,148877,0.12089174284812294
75,50653,0.07851459933271475
